FECHA_X;Valor_X
2018-12-01T04:01:10.470Z;11,7142858505
2018-12-01T03:01:21.774Z;13,9999990463
2018-12-01T02:01:11.940Z;17,0000000000
2018-12-01T01:01:11.357Z;17,5714302063
2018-12-01T00:01:11.955Z;15,2857131958
2018-11-30T23:01:11.214Z;14,7142848969
2018-11-30T22:01:11.942Z;15,1428575516
2018-11-30T21:01:11.349Z;13,5714292526
2018-11-30T20:01:11.354Z;13,1428565979
2018-11-30T19:01:11.470Z;10,1428565979
2018-11-30T18:01:11.349Z;10,1428575516
2018-11-30T17:01:11.940Z;15,4285717010
2018-11-30T16:01:11.360Z;14,4285707474
2018-11-30T15:01:11.943Z;15,5714282990
2018-11-30T14:01:11.351Z;16,2857151031
2018-11-30T13:01:11.941Z;13,4285717010
2018-11-30T12:01:11.967Z;18,5714282990
2018-11-30T11:01:11.941Z;10,4285717010
2018-11-30T10:01:11.376Z;9,0000000000
2018-11-30T09:01:11.952Z;7,8571429253
2018-11-30T08:01:11.214Z;10,1428565979
2018-11-30T07:01:11.944Z;9,8571424484
2018-11-30T06:01:11.371Z;11,5714282990
2018-11-30T05:01:11.952Z;10,1428575516
2018-11-30T04:01:11.211Z;10,4285717010
2018-11-30T03:01:11.942Z;11,4285717010
2018-11-30T02:01:11.226Z;12,0000000000
2018-11-30T01:01:11.940Z;12,8571434021
2018-11-30T00:01:11.203Z;11,2857141495
2018-11-29T23:01:11.942Z;11,0000009537
2018-11-29T22:01:11.348Z;8,7142858505
2018-11-29T21:01:11.945Z;38,9999961853
2018-11-29T20:01:11.352Z;9,8571424484
2018-11-29T19:01:11.640Z;9,7142858505
2018-11-29T18:01:11.649Z;12,7142858505
2018-11-29T17:01:10.564Z;13,5714282990
2018-11-29T16:01:12.458Z;13,2857151031
2018-11-29T15:01:11.740Z;13,1428565979
2018-11-29T14:01:10.562Z;16,5714263916
2018-11-29T13:01:11.879Z;16,2857131958
2018-11-29T12:01:10.456Z;15,2857131958
2018-11-29T11:01:11.868Z;17,4285717010
2018-11-29T10:01:10.456Z;18,7142868042
2018-11-29T09:01:11.866Z;11,5714282990
2018-11-29T08:01:10.573Z;9,1428565979
2018-11-29T07:01:11.874Z;8,7142858505
2018-11-29T06:01:10.562Z;7,5714287758
2018-11-29T05:01:12.465Z;7,7142858505
2018-11-29T04:01:11.561Z;7,1428575516
2018-11-29T03:01:11.562Z;7,2857146263
2018-11-29T02:01:11.561Z;8,1428565979
2018-11-29T01:01:11.562Z;9,8571434021
2018-11-29T00:01:11.561Z;9,2857141495
2018-11-28T23:01:11.561Z;12,1428565979
2018-11-28T22:01:11.562Z;20,1428565979
2018-11-28T21:01:11.562Z;8,7142858505
2018-11-28T20:01:11.561Z;8,2857141495
2018-11-28T19:01:11.562Z;7,5714287758
2018-11-28T18:01:11.567Z;6,4285717010
2018-11-28T17:01:11.562Z;7,2857146263
2018-11-28T16:01:11.562Z;13,8571424484
2018-11-28T15:01:11.561Z;25,1428565979
2018-11-28T14:01:11.562Z;21,5714263916
2018-11-28T13:01:11.567Z;30,5714282990
2018-11-28T12:01:11.561Z;24,2857131958
2018-11-28T11:01:11.561Z;13,2857141495
2018-11-28T10:01:11.562Z;21,2857151031
2018-11-28T09:01:11.562Z;21,5714282990
2018-11-28T08:01:11.562Z;10,8571434021
2018-11-28T07:01:11.561Z;12,2857141495
2018-11-28T06:01:11.562Z;13,5714282990
2018-11-28T05:01:11.562Z;14,8571414948
2018-11-28T04:01:11.562Z;20,2857131958
2018-11-28T03:01:11.561Z;14,9999980927
2018-11-28T02:01:11.567Z;18,1428585052
2018-11-28T01:01:11.573Z;18,0000000000
2018-11-28T00:01:11.561Z;17,4285717010
2018-11-27T23:01:11.567Z;14,9999980927
2018-11-27T22:01:11.561Z;11,7142868042
2018-11-27T21:01:11.560Z;13,4285707474
2018-11-27T20:01:11.562Z;12,0000009537
2018-11-27T19:01:10.611Z;12,1428565979
2018-11-27T18:01:20.456Z;13,0000000000
2018-11-27T17:11:26.208Z;17,4285717010
2018-11-27T16:04:21.138Z;16,0000000000
2018-11-26T15:23:22.368Z;11,1428575516
2018-11-16T05:25:04.690Z;12,4285707474
2018-11-16T05:25:04.690Z;12,4285707474
2018-11-13T05:22:44.620Z;24,1428585052
2018-11-13T05:22:44.620Z;24,1428585052
2018-11-13T05:22:44.620Z;24,1428585052
2018-11-13T05:22:44.620Z;24,1428585052
2018-11-07T16:01:06.779Z;6,7142858505
2018-11-07T16:00:44.614Z;6,5714287758
2018-11-07T16:00:20.189Z;6,7142858505
2018-11-07T16:00:04.110Z;5,2857146263
2018-11-07T15:59:36.179Z;7,1428575516
2018-11-07T15:59:16.661Z;5,1428575516
2018-11-07T15:58:48.573Z;5,8571429253
2018-11-07T15:58:23.488Z;6,8571434021
2018-11-07T15:58:00.536Z;6,8571429253
2018-11-07T15:57:33.191Z;6,0000000000
2018-11-07T15:57:05.949Z;6,8571429253
2018-11-07T15:56:45.883Z;6,1428570747
2018-11-07T15:56:24.100Z;6,0000000000
2018-11-07T15:56:05.691Z;6,0000000000
2018-11-07T15:55:48.252Z;6,2857146263
2018-11-07T15:55:33.255Z;6,7142858505
2018-11-07T15:55:18.211Z;6,1428575516
2018-11-07T15:55:02.176Z;6,0000000000
2018-11-07T15:54:45.648Z;6,7142858505
2018-11-07T15:54:30.152Z;7,0000000000
2018-11-07T15:54:13.623Z;6,4285717010
2018-11-07T15:53:51.658Z;7,2857141495
2018-11-07T15:53:31.818Z;5,8571429253
2018-11-07T15:53:17.468Z;5,7142858505
2018-11-07T15:53:02.629Z;6,0000000000
2018-11-07T15:52:46.215Z;6,2857141495
2018-11-07T15:52:30.189Z;7,0000000000
2018-11-07T15:52:12.645Z;7,7142858505
2018-11-07T15:51:53.718Z;9,0000000000
2018-11-07T15:51:39.744Z;7,1428570747
2018-11-07T15:51:24.690Z;8,0000000000
2018-11-07T15:51:09.633Z;8,7142858505
2018-11-07T15:50:51.312Z;8,4285717010
2018-11-07T15:50:32.558Z;7,4285712242
2018-11-07T15:50:17.244Z;7,0000000000
2018-11-07T15:50:00.185Z;8,0000000000
2018-11-07T15:49:46.694Z;8,0000000000
2018-11-07T15:49:29.649Z;8,2857141495
2018-11-07T15:49:15.330Z;7,4285712242
2018-11-07T15:48:59.916Z;6,1428570747
2018-11-07T15:48:39.992Z;6,7142858505
2018-11-07T15:48:21.935Z;7,0000000000
2018-11-07T15:48:04.267Z;6,5714282990
2018-11-07T15:47:46.209Z;6,7142858505
2018-11-07T15:47:32.100Z;7,0000000000
2018-11-07T15:47:17.603Z;5,5714287758
2018-11-07T15:47:00.330Z;5,8571434021
2018-11-07T15:46:45.213Z;6,7142858505
2018-11-07T15:46:30.834Z;6,7142858505
2018-11-07T15:46:16.719Z;6,1428570747
2018-11-07T15:46:01.511Z;5,1428575516
2018-11-07T15:45:46.722Z;5,1428575516
2018-11-07T15:45:30.821Z;7,0000000000
2018-11-07T15:45:13.670Z;7,1428570747
2018-11-07T15:44:59.325Z;5,2857146263
2018-11-07T15:44:43.870Z;5,0000004768
2018-11-07T15:44:30.709Z;6,0000004768
2018-11-07T15:44:13.711Z;7,7142858505
2018-11-07T15:43:59.330Z;7,7142858505
2018-11-07T15:43:44.360Z;8,0000000000
2018-11-07T15:43:23.270Z;9,0000000000
2018-11-07T15:43:04.662Z;8,0000000000
2018-11-07T15:42:48.255Z;10,1428575516
2018-11-07T15:42:32.797Z;13,2857141495
2018-11-07T15:42:18.211Z;7,2857141495
2018-11-07T15:42:04.628Z;6,8571429253
2018-11-07T15:41:50.459Z;6,5714282990
2018-11-07T15:41:34.161Z;5,2857146263
2018-11-07T15:41:18.475Z;6,7142858505
2018-11-07T15:41:01.948Z;6,4285717010
2018-11-07T15:40:47.541Z;8,4285717010
2018-11-07T15:40:47.541Z;8,4285717010
2018-11-07T15:40:30.719Z;8,7142858505
2018-11-07T15:40:30.719Z;8,7142858505
2018-11-07T15:40:14.429Z;7,2857141495
2018-11-07T15:40:14.429Z;7,2857141495
2018-11-07T15:39:59.266Z;8,1428565979
2018-11-07T15:39:59.266Z;8,1428565979
2018-11-07T15:39:39.791Z;10,1428565979
2018-11-07T15:39:39.791Z;10,1428565979
2018-11-07T15:39:22.802Z;8,4285717010
2018-11-07T15:39:22.802Z;8,4285717010
2018-11-07T15:39:06.100Z;6,8571429253
2018-11-07T15:39:06.100Z;6,8571429253
2018-11-07T15:38:49.148Z;6,7142858505
2018-11-07T15:38:49.148Z;6,7142858505
2018-11-07T15:38:34.998Z;8,5714282990
2018-11-07T15:38:34.998Z;8,5714282990
2018-11-07T15:37:52.366Z;10,8571424484
2018-11-07T15:37:52.366Z;10,8571424484
2018-11-07T15:37:33.149Z;9,4285717010
2018-11-07T15:37:16.530Z;7,7142853737
2018-11-07T15:37:00.530Z;7,0000000000
2018-11-07T15:36:45.745Z;7,9999995232
2018-11-07T15:36:29.677Z;8,5714282990
2018-11-07T15:36:12.641Z;8,5714282990
2018-11-07T15:35:55.232Z;7,2857141495
2018-11-07T15:35:37.956Z;7,5714282990
2018-11-07T15:35:18.687Z;8,0000000000
2018-11-07T15:35:01.216Z;11,1428575516
2018-11-07T15:13:03.506Z;8,7142858505
2018-11-07T15:12:40.550Z;10,0000009537
2018-11-07T15:12:19.822Z;9,1428565979
2018-11-07T15:12:02.615Z;8,4285717010
2018-11-07T15:11:35.532Z;9,1428575516
2018-11-07T15:11:03.765Z;8,8571424484
2018-11-07T15:10:41.415Z;9,5714282990
2018-11-07T15:10:09.679Z;7,9999995232
2018-11-07T15:09:48.612Z;7,4285717010
2018-11-07T15:09:24.823Z;8,2857141495
2018-11-07T15:09:06.266Z;9,8571424484
2018-11-07T15:08:38.562Z;11,5714282990
2018-11-07T15:08:16.985Z;15,8571424484
2018-11-07T15:07:49.162Z;64,1428527832
2018-11-07T15:07:31.176Z;34,5714263916
2018-11-07T15:07:06.459Z;16,4285717010
2018-11-07T15:06:44.300Z;9,7142848969
2018-11-07T15:06:19.674Z;10,1428575516
2018-11-07T15:05:52.245Z;11,8571434021
2018-11-07T15:05:24.602Z;10,7142848969
2018-11-07T15:05:00.592Z;9,8571424484
2018-11-07T15:04:40.756Z;9,0000000000
2018-11-07T15:04:08.444Z;9,7142868042
2018-11-07T15:03:46.355Z;10,2857151031
2018-11-07T15:03:24.603Z;8,8571424484
2018-11-07T15:03:03.497Z;9,8571434021
2018-11-07T15:02:35.795Z;11,4285717010
2018-11-07T15:02:15.145Z;11,5714282990
2018-11-07T15:01:48.624Z;13,9999990463
2018-11-07T15:01:23.344Z;21,9999980927
2018-11-07T15:01:01.184Z;10,7142848969
2018-11-07T15:00:36.680Z;13,4285707474
2018-11-07T15:00:15.568Z;12,2857151031
2018-11-07T14:59:49.598Z;11,1428565979
2018-11-07T14:59:24.856Z;11,2857151031
2018-11-07T14:58:59.940Z;15,1428575516
2018-11-07T14:58:59.940Z;15,1428575516
2018-11-07T14:58:34.724Z;14,7142858505
2018-11-07T14:58:34.724Z;14,7142858505
2018-11-07T14:58:13.759Z;12,2857141495
2018-11-07T14:58:13.759Z;12,2857141495
2018-11-07T14:57:49.748Z;11,2857141495
2018-11-07T14:57:49.748Z;11,2857141495
2018-11-07T14:57:31.891Z;11,0000000000
2018-11-07T14:57:31.891Z;11,0000000000
2018-11-07T14:57:08.594Z;12,7142848969
2018-11-07T14:57:08.594Z;12,7142848969
2018-11-07T14:56:46.522Z;17,1428565979
2018-11-07T14:56:46.522Z;17,1428565979
2018-11-07T14:56:16.242Z;10,7142858505
2018-11-07T14:56:16.242Z;10,7142858505
2018-11-07T14:55:54.317Z;10,5714282990
2018-11-07T14:55:54.317Z;10,5714282990
2018-11-07T14:55:32.115Z;10,7142848969
2018-11-07T14:55:32.115Z;10,7142848969
2018-11-07T14:55:07.790Z;10,5714282990
2018-11-07T14:55:07.790Z;10,5714282990
2018-11-07T14:54:38.485Z;8,7142858505
2018-11-07T14:54:38.485Z;8,7142858505
2018-11-07T14:54:15.329Z;10,0000000000
2018-11-07T14:54:15.329Z;10,0000000000
2018-11-07T14:53:49.895Z;9,7142868042
2018-11-07T14:53:49.895Z;9,7142868042
2018-11-07T14:53:20.328Z;10,2857151031
2018-11-07T14:53:20.328Z;10,2857151031
2018-11-07T14:53:00.573Z;12,0000000000
2018-11-07T14:53:00.573Z;12,0000000000
2018-11-07T14:52:33.627Z;13,2857131958
2018-11-07T14:52:33.627Z;13,2857131958
2018-11-07T14:52:10.882Z;12,5714282990
2018-11-07T14:52:10.882Z;12,5714282990
2018-11-07T14:51:46.906Z;15,4285717010
2018-11-07T14:51:46.906Z;15,4285717010
2018-11-07T14:51:18.838Z;16,7142848969
2018-11-07T14:51:18.838Z;16,7142848969
2018-11-07T14:50:55.994Z;28,4285717010
2018-11-07T14:50:55.994Z;28,4285717010
2018-11-07T14:50:24.839Z;36,1428565979
2018-11-07T14:50:24.839Z;36,1428565979
2018-11-07T14:50:24.839Z;36,1428565979
2018-11-07T14:50:02.153Z;21,2857131958
2018-11-07T14:50:02.153Z;21,2857131958
2018-11-07T14:50:02.153Z;21,2857131958
2018-11-07T14:49:39.374Z;14,5714282990
2018-11-07T14:49:39.374Z;14,5714282990
2018-11-07T14:49:39.374Z;14,5714282990
2018-11-07T14:49:18.940Z;20,8571414948
2018-11-07T14:49:18.940Z;20,8571414948
2018-11-07T14:49:18.940Z;20,8571414948
2018-11-07T14:48:50.981Z;31,8571434021
2018-11-07T14:48:50.981Z;31,8571434021
2018-11-07T14:48:50.981Z;31,8571434021
2018-11-07T14:48:32.728Z;31,7142848969
2018-11-07T14:48:32.728Z;31,7142848969
2018-11-07T14:48:32.728Z;31,7142848969
2018-11-07T14:48:07.533Z;12,2857131958
2018-11-07T14:48:07.533Z;12,2857131958
2018-11-07T14:48:07.533Z;12,2857131958
2018-11-07T14:47:39.289Z;15,5714282990
2018-11-07T14:47:39.289Z;15,5714282990
2018-11-07T14:47:39.289Z;15,5714282990
2018-11-07T14:47:18.583Z;18,8571434021
2018-11-07T14:47:18.583Z;18,8571434021
2018-11-07T14:47:18.583Z;18,8571434021
2018-11-07T14:46:58.476Z;36,1428565979
2018-11-07T14:46:58.476Z;36,1428565979
2018-11-07T14:46:58.476Z;36,1428565979
2018-11-07T14:46:39.771Z;37,7142868042
2018-11-07T14:46:39.771Z;37,7142868042
2018-11-07T14:46:39.771Z;37,7142868042
2018-11-07T14:46:27.513Z;23,8571434021
2018-11-07T14:46:27.513Z;23,8571434021
2018-11-07T14:46:27.513Z;23,8571434021
2018-11-07T14:46:10.935Z;15,4285717010
2018-11-07T14:46:10.935Z;15,4285717010
2018-11-07T14:46:10.935Z;15,4285717010
2018-11-07T14:45:54.777Z;14,9999980927
2018-11-07T14:45:54.777Z;14,9999980927
2018-11-07T14:45:54.777Z;14,9999980927
2018-11-07T14:45:43.175Z;13,2857131958
2018-11-07T14:45:43.175Z;13,2857131958
2018-11-07T14:45:43.175Z;13,2857131958
2018-11-07T14:45:24.836Z;12,8571414948
2018-11-07T14:45:24.836Z;12,8571414948
2018-11-07T14:45:24.836Z;12,8571414948
2018-11-07T14:45:08.902Z;11,1428575516
2018-11-07T14:45:08.902Z;11,1428575516
2018-11-07T14:45:08.902Z;11,1428575516
2018-11-07T14:44:51.905Z;13,7142848969
2018-11-07T14:44:51.905Z;13,7142848969
2018-11-07T14:44:51.905Z;13,7142848969
2018-11-07T14:44:38.583Z;17,1428565979
2018-11-07T14:44:38.583Z;17,1428565979
2018-11-07T14:44:38.583Z;17,1428565979
2018-11-07T14:44:21.935Z;26,8571414948
2018-11-07T14:44:21.935Z;26,8571414948
2018-11-07T14:44:21.935Z;26,8571414948
2018-11-07T14:44:07.872Z;17,7142848969
2018-11-07T14:44:07.872Z;17,7142848969
2018-11-07T14:44:07.872Z;17,7142848969
2018-11-07T14:43:50.206Z;15,8571424484
2018-11-07T14:43:50.206Z;15,8571424484
2018-11-07T14:43:50.206Z;15,8571424484
2018-11-07T14:43:36.679Z;14,2857131958
2018-11-07T14:43:36.679Z;14,2857131958
2018-11-07T14:43:36.679Z;14,2857131958
2018-11-07T14:43:20.196Z;14,0000000000
2018-11-07T14:43:20.196Z;14,0000000000
2018-11-07T14:43:20.196Z;14,0000000000
2018-11-07T14:43:06.734Z;17,0000000000
2018-11-07T14:43:06.734Z;17,0000000000
2018-11-07T14:43:06.734Z;17,0000000000
2018-11-07T14:42:52.128Z;20,4285717010
2018-11-07T14:42:52.128Z;20,4285717010
2018-11-07T14:42:52.128Z;20,4285717010
2018-11-07T14:42:37.591Z;18,4285717010
2018-11-07T14:42:37.591Z;18,4285717010
2018-11-07T14:42:37.591Z;18,4285717010
2018-11-07T14:42:22.152Z;13,4285707474
2018-11-07T14:42:22.152Z;13,4285707474
2018-11-07T14:42:22.152Z;13,4285707474
2018-11-07T14:42:07.156Z;11,7142858505
2018-11-07T14:42:07.156Z;11,7142858505
2018-11-07T14:42:07.156Z;11,7142858505
2018-11-07T14:41:51.478Z;11,1428556442
2018-11-07T14:41:51.478Z;11,1428556442
2018-11-07T14:41:51.478Z;11,1428556442
2018-11-07T14:41:39.340Z;12,8571434021
2018-11-07T14:41:39.340Z;12,8571434021
2018-11-07T14:41:39.340Z;12,8571434021
2018-11-07T14:41:29.968Z;13,0000000000
2018-11-07T14:41:29.968Z;13,0000000000
2018-11-07T14:41:29.968Z;13,0000000000
2018-11-07T14:41:18.175Z;13,7142858505
2018-11-07T14:41:18.175Z;13,7142858505
2018-11-07T14:41:18.175Z;13,7142858505
2018-11-07T14:41:04.776Z;12,4285707474
2018-11-07T14:41:04.776Z;12,4285707474
2018-11-07T14:41:04.776Z;12,4285707474
2018-11-07T14:40:49.976Z;11,8571434021
2018-11-07T14:40:49.976Z;11,8571434021
2018-11-07T14:40:49.976Z;11,8571434021
2018-11-07T14:40:37.850Z;10,9999990463
2018-11-07T14:40:37.850Z;10,9999990463
2018-11-07T14:40:37.850Z;10,9999990463
2018-11-07T14:40:22.426Z;11,4285717010
2018-11-07T14:40:22.426Z;11,4285717010
2018-11-07T14:40:22.426Z;11,4285717010
2018-11-07T14:40:10.700Z;10,7142848969
2018-11-07T14:40:10.700Z;10,7142848969
2018-11-07T14:40:10.700Z;10,7142848969
2018-11-07T14:39:53.509Z;10,1428565979
2018-11-07T14:39:53.509Z;10,1428565979
2018-11-07T14:39:53.509Z;10,1428565979
2018-11-07T14:39:38.895Z;10,9999990463
2018-11-07T14:39:38.895Z;10,9999990463
2018-11-07T14:39:38.895Z;10,9999990463
2018-11-07T14:39:23.230Z;12,0000000000
2018-11-07T14:39:23.230Z;12,0000000000
2018-11-07T14:39:23.230Z;12,0000000000
2018-11-07T14:39:13.509Z;14,4285717010
2018-11-07T14:39:13.509Z;14,4285717010
2018-11-07T14:39:13.509Z;14,4285717010
2018-11-07T14:38:51.584Z;19,5714282990
2018-11-07T14:38:51.584Z;19,5714282990
2018-11-07T14:38:51.584Z;19,5714282990
2018-11-07T14:38:38.820Z;19,2857151031
2018-11-07T14:38:38.820Z;19,2857151031
2018-11-07T14:38:38.820Z;19,2857151031
2018-11-07T14:38:22.628Z;14,9999990463
2018-11-07T14:38:22.628Z;14,9999990463
2018-11-07T14:38:22.628Z;14,9999990463
2018-11-07T14:38:08.950Z;16,7142868042
2018-11-07T14:38:08.950Z;16,7142868042
2018-11-07T14:38:08.950Z;16,7142868042
2018-11-07T14:37:52.106Z;15,8571424484
2018-11-07T14:37:52.106Z;15,8571424484
2018-11-07T14:37:52.106Z;15,8571424484
2018-11-07T14:37:37.588Z;17,1428565979
2018-11-07T14:37:37.588Z;17,1428565979
2018-11-07T14:37:37.588Z;17,1428565979
2018-11-07T14:37:22.633Z;18,9999980927
2018-11-07T14:37:22.633Z;18,9999980927
2018-11-07T14:37:22.633Z;18,9999980927
2018-11-07T14:37:08.513Z;18,0000000000
2018-11-07T14:37:08.513Z;18,0000000000
2018-11-07T14:37:08.513Z;18,0000000000
2018-11-07T14:36:52.490Z;18,4285697937
2018-11-07T14:36:52.490Z;18,4285697937
2018-11-07T14:36:52.490Z;18,4285697937
2018-11-07T14:36:38.112Z;20,2857170105
2018-11-07T14:36:38.112Z;20,2857170105
2018-11-07T14:36:38.112Z;20,2857170105
2018-11-07T14:36:22.112Z;20,8571434021
2018-11-07T14:36:22.112Z;20,8571434021
2018-11-07T14:36:22.112Z;20,8571434021
2018-11-07T14:36:07.551Z;18,9999980927
2018-11-07T14:36:07.551Z;18,9999980927
2018-11-07T14:36:07.551Z;18,9999980927
2018-11-07T14:35:52.231Z;18,1428565979
2018-11-07T14:35:52.231Z;18,1428565979
2018-11-07T14:35:52.231Z;18,1428565979
2018-11-07T14:35:38.585Z;18,0000000000
2018-11-07T14:35:38.585Z;18,0000000000
2018-11-07T14:35:38.585Z;18,0000000000
2018-11-07T14:35:23.264Z;17,5714282990
2018-11-07T14:35:23.264Z;17,5714282990
2018-11-07T14:35:23.264Z;17,5714282990
2018-11-07T14:35:08.481Z;18,2857131958
2018-11-07T14:35:08.481Z;18,2857131958
